"b8d454a62","Non-admin action","nonadmin@example.com","Sat, 23 Feb 2019 14:59:39 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"b05244727","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:59:56 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"4025aa9f1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:59:13 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"bfdbab985","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:58:07 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"d24d055fe","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:56:51 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"3bbaf36a7","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:56:46 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f493b9de5","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:56:03 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"99411929a","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:55:40 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"031e552e9","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:54:39 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f62c4a812","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:53:29 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f7c9d0340","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:52:36 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"94c63ee05","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:51:40 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"7cd042752","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:50:59 +0000","[VP] Updated 2 options",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"510b91e22","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:50:54 +0000","[VP] Updated option 'newsletter_diagnostic_cron_calls'",	 1 file changed, 100 insertions(+), 100 deletions(-)	
"5063688c1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:50:39 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"816cebd4b","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 15:50:30 +0000","[VP] Updated vc_grid_item 'Product 2 simple template'",	 1 file changed, 3 insertions(+), 4 deletions(-)	
"6ce10a9de","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:49:59 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"4236626e6","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:49:53 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"5c4f07971","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 15:49:47 +0000","[VP] Updated vc_grid_item 'Advice simple template'",	 1 file changed, 3 insertions(+), 3 deletions(-)	
"5551c1aca","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:49:01 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"009682a66","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:48:53 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"67e75125f","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:47:51 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"fb8b56ab2","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:46:55 +0000","[VP] Updated 2 options",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"ad5f5660a","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:46:50 +0000","[VP] Updated option 'newsletter_diagnostic_cron_calls'",	 1 file changed, 100 insertions(+), 100 deletions(-)	
"42aff4da1","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 15:46:07 +0000","[VP] Updated usermeta 'meta-box-order_vc_grid_item'",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"ef7990d71","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:44:52 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"ad380bba5","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:44:37 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f7a044556","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:43:03 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"0746423a2","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:42:43 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"6abc2ed76","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:41:15 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"745a678e3","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:39:52 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"b33259461","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:39:22 +0000","[VP] Updated 2 options",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"2e4b9b190","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:39:17 +0000","[VP] Updated option 'newsletter_diagnostic_cron_calls'",	 1 file changed, 100 insertions(+), 100 deletions(-)	
"fbc7f8a9e","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:38:06 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"230d81939","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:36:59 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"4600639df","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:36:46 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"a5558e9d3","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:35:48 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"5966ecb68","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:34:59 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"7993d9d9c","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:33:17 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"7212465aa","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:30:49 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"8cba7de48","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:30:40 +0000","[VP] Updated 2 options",	 2 files changed, 102 insertions(+), 102 deletions(-)	
"cd227b19b","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:30:15 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"84e10aed8","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:29:13 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"b6a06adba","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:28:14 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"4432c3b98","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:27:10 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f0a0f03bd","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:26:51 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"229f00c02","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:26:19 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"138144a76","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 15:26:03 +0000","[VP] Updated page 'Advice'",	 2 files changed, 29 insertions(+), 27 deletions(-)	
"7a9c00413","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:25:57 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"c62dc7820","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:25:12 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f227d4993","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:23:55 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"9cbf77bc1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:22:50 +0000","[VP] Updated 2 options",	 2 files changed, 102 insertions(+), 102 deletions(-)	
"13018baae","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:10:11 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"655bfde14","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:08:11 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"24eff2ea9","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:07:09 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"b7692c42f","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:06:07 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"37a667585","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:05:12 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"4e09afdec","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:04:09 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f62c01b01","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:03:08 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"e20e5c4a4","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:02:10 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"13cbc621f","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:01:04 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"778b627fb","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 15:00:08 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"3771d7939","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:59:07 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f9e1de31b","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:58:43 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"c3b41c5f2","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:58:10 +0000","[VP] Updated option 'newsletter_diagnostic_cron_calls'",	 1 file changed, 100 insertions(+), 100 deletions(-)	
"179f59f4c","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:56:59 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f6757aad5","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:56:13 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"9e1fe2781","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:55:05 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"db85ce7cc","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:54:40 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"2a70215f6","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:54:07 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"08cab772d","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:51:48 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"0f64e33e1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:51:31 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"924deaf94","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:50:17 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"9198eaac1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:48:16 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f2a0c0422","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:46:54 +0000","[VP] Created option 'wp_1_wc_privacy_cleanup_batch_66726bd86d2855728c15013e82cb518c'",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"d3049b4aa","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 14:46:27 +0000","[VP] Deleted 2 options",	 2 files changed, 3 insertions(+), 3 deletions(-)	
"f95742df1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:44:15 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"72787e2d6","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:42:13 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"a57d71085","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:40:12 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"6aef0b6f8","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:38:11 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"d4b63237b","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:37:23 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"db6cd2a02","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:35:50 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"a818a2de3","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:35:23 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"18790b887","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:34:11 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"1f2978bdd","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:32:51 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"88bbade77","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:32:40 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"5b3d86103","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:31:49 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"ca4b643f9","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:31:44 +0000","[VP] Updated 2 options",	 2 files changed, 102 insertions(+), 102 deletions(-)	
"b594bd7b3","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:30:49 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"a13ae9ce9","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:30:44 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"9fd855815","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:30:31 +0000","[VP] Updated option '_icl_cache'",	 1 file changed, 3 insertions(+)	
"5f3cd964d","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:30:25 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"8fc28a1aa","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 14:30:20 +0000","[VP] Updated option 'icl_sitepress_settings'",	 2 files changed, 25 insertions(+), 25 deletions(-)	
"8b7fc7779","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 14:29:51 +0000","[VP] Updated 3 options",	 2 files changed, 8 insertions(+), 1 deletion(-)	
"20373e0d1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:29:25 +0000","[VP] Updated 3 options",	 3 files changed, 102 insertions(+), 102 deletions(-)	
"4edcff0d8","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 14:29:20 +0000","[VP] Updated 3 options",	 3 files changed, 25 insertions(+), 2 deletions(-)	
"d1b84d0ab","root","s.kammoun@enano-tech.com","Fri, 15 Feb 2019 14:29:06 +0000","[VP] Activated plugin 'WPML Multilingual CMS'",	 8 files changed, 20 insertions(+), 53 deletions(-)	
"1e1f50263","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:28:57 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"88339c811","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:28:19 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"c9ceb354f","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:26:54 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"ed861bd71","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:26:17 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"6ca804e48","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:24:06 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"8fe438efc","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:22:16 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"bec2b78b1","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:20:12 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"f39c2f374","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:19:03 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"04d625386","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:18:48 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"7e84c75ca","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:18:42 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"0325b3b2c","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:18:15 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"39ce3f191","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:14:46 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"2584b703c","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:12:45 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
"2110c37e5","Non-admin action","nonadmin@example.com","Fri, 15 Feb 2019 14:10:45 +0000","[VP] Updated 2 options",	 2 files changed, 101 insertions(+), 101 deletions(-)	
